File,Window,Time Start,Time End,Predicted,Ground Truth
audio2025_rec/Humpback Whale/Humpback Whale.wav,38,38.0,39.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,39,39.0,40.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,40,40.0,41.0,Pantropical Spotted Dolphin,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,41,41.0,42.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,42,42.0,43.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,43,43.0,44.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,44,44.0,45.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,45,45.0,46.0,Walrus,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,46,46.0,47.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,47,47.0,48.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,48,48.0,49.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,49,49.0,50.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,50,50.0,51.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,51,51.0,52.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,52,52.0,53.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,53,53.0,54.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,54,54.0,55.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,55,55.0,56.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,56,56.0,57.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,57,57.0,58.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,58,58.0,59.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,59,59.0,60.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,60,60.0,61.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,61,61.0,62.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,62,62.0,63.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,63,63.0,64.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,64,64.0,65.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,65,65.0,66.0,Long-Finned Pilot Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,66,66.0,67.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,67,67.0,68.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,68,68.0,69.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,69,69.0,70.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,70,70.0,71.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,71,71.0,72.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,72,72.0,73.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,73,73.0,74.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,74,74.0,75.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,75,75.0,76.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,76,76.0,77.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,77,77.0,78.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,78,78.0,79.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,79,79.0,80.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,80,80.0,81.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,81,81.0,82.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,82,82.0,83.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,83,83.0,84.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,84,84.0,85.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,85,85.0,86.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,86,86.0,87.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,87,87.0,88.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,88,88.0,89.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,89,89.0,90.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,90,90.0,91.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,91,91.0,92.0,Walrus,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,92,92.0,93.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,93,93.0,94.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,94,94.0,95.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,95,95.0,96.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,96,96.0,97.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,97,97.0,98.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,98,98.0,99.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,99,99.0,100.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,100,100.0,101.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,101,101.0,102.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,102,102.0,103.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,103,103.0,104.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,104,104.0,105.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,105,105.0,106.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,106,106.0,107.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,107,107.0,108.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,108,108.0,109.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,109,109.0,110.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,110,110.0,111.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,111,111.0,112.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,112,112.0,113.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,113,113.0,114.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,114,114.0,115.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,115,115.0,116.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,116,116.0,117.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,117,117.0,118.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,118,118.0,119.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,119,119.0,120.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,120,120.0,121.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,121,121.0,122.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,122,122.0,123.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,123,123.0,124.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,124,124.0,125.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,125,125.0,126.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,126,126.0,127.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,127,127.0,128.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,128,128.0,129.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,129,129.0,130.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,130,130.0,131.0,Long-Finned Pilot Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,131,131.0,132.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,132,132.0,133.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,133,133.0,134.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,134,134.0,135.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,135,135.0,136.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,136,136.0,137.0,Walrus,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,137,137.0,138.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,138,138.0,139.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,139,139.0,140.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,140,140.0,141.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,141,141.0,142.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,142,142.0,143.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,143,143.0,144.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,144,144.0,145.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,145,145.0,146.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,146,146.0,147.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,147,147.0,148.0,Killer Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,148,148.0,149.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,149,149.0,150.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,150,150.0,151.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,151,151.0,152.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,152,152.0,153.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,153,153.0,154.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,154,154.0,155.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,155,155.0,156.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,156,156.0,157.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,157,157.0,158.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,158,158.0,159.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,159,159.0,160.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,160,160.0,161.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,161,161.0,162.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,162,162.0,163.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,163,163.0,164.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,164,164.0,165.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,165,165.0,166.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,166,166.0,167.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,167,167.0,168.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,168,168.0,169.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,169,169.0,170.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,170,170.0,171.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,171,171.0,172.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,172,172.0,173.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,173,173.0,174.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,174,174.0,175.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,175,175.0,176.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,176,176.0,177.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,177,177.0,178.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,178,178.0,179.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,179,179.0,180.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,180,180.0,181.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,181,181.0,182.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,182,182.0,183.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,183,183.0,184.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,184,184.0,185.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,185,185.0,186.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,186,186.0,187.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,187,187.0,188.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,188,188.0,189.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,189,189.0,190.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,190,190.0,191.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,191,191.0,192.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,192,192.0,193.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,193,193.0,194.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,194,194.0,195.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,195,195.0,196.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,196,196.0,197.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,197,197.0,198.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,198,198.0,199.0,khong,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,199,199.0,200.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,200,200.0,201.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,201,201.0,202.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,202,202.0,203.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,203,203.0,204.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,204,204.0,205.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,205,205.0,206.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,206,206.0,207.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,207,207.0,208.0,Humpback Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,208,208.0,209.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,209,209.0,210.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,210,210.0,211.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,211,211.0,212.0,Long-Finned Pilot Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,212,212.0,213.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,213,213.0,214.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,214,214.0,215.0,Harp Seal,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,215,215.0,216.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,216,216.0,217.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,217,217.0,218.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,218,218.0,219.0,Sperm Whale,Humpback Whale
audio2025_rec/Humpback Whale/Humpback Whale.wav,219,219.0,219.800125,khong,Humpback Whale
audio2025_rec/Killer Whale/Killer Whale.wav,0,0.0,1.0,Humpback Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,1,1.0,2.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,2,2.0,3.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,3,3.0,4.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,4,4.0,5.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,5,5.0,6.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,6,6.0,7.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,7,7.0,8.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,8,8.0,9.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,9,9.0,10.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,10,10.0,11.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,11,11.0,12.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,12,12.0,13.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,13,13.0,14.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,14,14.0,15.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,15,15.0,16.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,16,16.0,17.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,17,17.0,18.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,18,18.0,19.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,19,19.0,20.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,20,20.0,21.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,21,21.0,22.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,22,22.0,23.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,23,23.0,24.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,24,24.0,25.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,25,25.0,26.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,26,26.0,27.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,27,27.0,28.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,28,28.0,29.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,29,29.0,30.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,30,30.0,31.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,31,31.0,32.0,Pantropical Spotted Dolphin,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,32,32.0,33.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,33,33.0,34.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,34,34.0,35.0,Long-Finned Pilot Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,35,35.0,36.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,36,36.0,37.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,37,37.0,38.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,38,38.0,39.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,39,39.0,40.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,40,40.0,41.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,41,41.0,42.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,42,42.0,43.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,43,43.0,44.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,44,44.0,45.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,45,45.0,46.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,46,46.0,47.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,47,47.0,48.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,48,48.0,49.0,Ross Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,49,49.0,50.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,50,50.0,51.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,51,51.0,52.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,52,52.0,53.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,53,53.0,54.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,54,54.0,55.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,55,55.0,56.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,56,56.0,57.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,57,57.0,58.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,58,58.0,59.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,59,59.0,60.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,60,60.0,61.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,61,61.0,62.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,62,62.0,63.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,63,63.0,64.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,64,64.0,65.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,65,65.0,66.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,66,66.0,67.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,67,67.0,68.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,68,68.0,69.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,69,69.0,70.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,70,70.0,71.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,71,71.0,72.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,72,72.0,73.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,73,73.0,74.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,74,74.0,75.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,75,75.0,76.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,76,76.0,77.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,77,77.0,78.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,78,78.0,79.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,79,79.0,80.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,80,80.0,81.0,Pantropical Spotted Dolphin,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,81,81.0,82.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,82,82.0,83.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,83,83.0,84.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,84,84.0,85.0,Killer Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,85,85.0,86.0,Humpback Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,86,86.0,87.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,87,87.0,88.0,Sperm Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,88,88.0,89.0,Harp Seal,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,89,89.0,90.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,90,90.0,91.0,khong,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,91,91.0,92.0,Northern Right Whale,Killer Whale
audio2025_rec/Killer Whale/Killer Whale.wav,92,92.0,93.0,Sperm Whale,Killer Whale
