File,Window,Time Start,Time End,Predicted,Ground Truth
clean/Beluga White Whale/Beluga White Whale_116.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_117.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_118.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_119.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_120.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_121.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_122.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_123.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_124.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_125.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_126.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_127.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_128.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_129.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_130.wav,0,0.0,1.0,Walrus,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_131.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_132.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_133.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_134.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_135.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_136.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_137.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_138.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_139.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_140.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_141.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_142.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_143.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_144.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_145.wav,0,0.0,1.0,Beluga White Whale,Beluga White Whale
clean/Beluga White Whale/Beluga White Whale_146.wav,0,0.0,1.0,khong,Beluga White Whale
clean/Harp Seal/Harp Seal 1_0.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_1.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_2.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_3.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_4.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_5.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_6.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_7.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_8.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_9.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_10.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_11.wav,0,0.0,1.0,khong,Harp Seal
clean/Harp Seal/Harp Seal 1_12.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_13.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_14.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_15.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_16.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_17.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_18.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_19.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_20.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_21.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_22.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_23.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_24.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_25.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_26.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_27.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_28.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_29.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_30.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_31.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_32.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_33.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_34.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_35.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_36.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_37.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_38.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_39.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_40.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_41.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_42.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_43.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_44.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_45.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_46.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_47.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_48.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_49.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_50.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_51.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_52.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_53.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_54.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_55.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_56.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_57.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_58.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_59.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_60.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_61.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_62.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_63.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_64.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_65.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_66.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_67.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_68.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_69.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_70.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_71.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_72.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_73.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_74.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_75.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_76.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_77.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_78.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_79.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_80.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_81.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_82.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_83.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_84.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_85.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_86.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_87.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_88.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_89.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_90.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_91.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_92.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_93.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_94.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_95.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_96.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_97.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_98.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_99.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_100.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_101.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_102.wav,0,0.0,1.0,Humpback Whale,Harp Seal
clean/Harp Seal/Harp Seal 1_103.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_104.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_105.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_106.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_107.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_108.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_109.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_110.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_111.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_112.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_113.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_114.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_115.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_116.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_117.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_118.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_119.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_120.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_121.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_122.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_123.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_124.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_125.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_126.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_127.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_128.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_129.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_130.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_131.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_132.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_133.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_134.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_135.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_136.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_137.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_138.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_139.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_140.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_141.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_142.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_143.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_144.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_145.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_146.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_147.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_148.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_149.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_150.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_151.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_152.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_153.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_154.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_155.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_156.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_157.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_158.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_159.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_160.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_161.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_162.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_163.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_164.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_165.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_166.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_167.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_168.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_169.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_170.wav,0,0.0,1.0,Long-Finned Pilot Whale,Harp Seal
clean/Harp Seal/Harp Seal 1_171.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 1_172.wav,0,0.0,1.0,Sperm Whale,Harp Seal
clean/Harp Seal/Harp Seal 2_0.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_1.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_2.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_3.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_4.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_5.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_6.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_7.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_8.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_9.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_10.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_11.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_12.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_13.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_14.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_15.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_16.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_17.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_18.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_19.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_20.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_21.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_22.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_23.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_24.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_25.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_26.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_27.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_28.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_29.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_30.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_31.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_32.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_33.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Harp Seal/Harp Seal 2_34.wav,0,0.0,1.0,Harp Seal,Harp Seal
clean/Humpback Whale/Humpback Whale_0.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_1.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_2.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_3.wav,0,0.0,1.0,Killer Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_4.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_5.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_6.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_7.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_8.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_9.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_10.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_11.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_12.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_13.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_14.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_15.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_16.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_17.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_18.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_19.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_20.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_21.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_22.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_23.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_24.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_25.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_26.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_27.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_28.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_29.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_30.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_31.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_32.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_33.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_34.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_35.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_36.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_37.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_38.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_39.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_40.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_41.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_42.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_43.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_44.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
clean/Humpback Whale/Humpback Whale_45.wav,0,0.0,1.0,Humpback Whale,Humpback Whale
